,Year,Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,ArrTime,CRSArrTime,UniqueCarrier,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Dest,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
10393,2008,1,6,7,1723.0,1710,2040.0,1955,WN,3841,N234WN,197.0,165.0,141.0,45.0,13.0,MDW,HOU,937,7.0,49.0,0,,0,13.0,0.0,32.0,0.0,0.0
383435,2008,1,2,3,1730.0,1735,1837.0,1840,MQ,3214,N286AE,67.0,65.0,40.0,-3.0,-5.0,ABI,DFW,158,19.0,8.0,0,,0,,,,,
61303,2008,1,22,2,1840.0,1840,2101.0,2100,WN,1579,N351SW,81.0,80.0,68.0,1.0,0.0,BHM,TPA,460,6.0,7.0,0,,0,,,,,
489128,2008,1,18,5,1722.0,1705,1825.0,1810,AA,637,N3BKAA,123.0,125.0,101.0,15.0,17.0,MIA,MSY,674,6.0,16.0,0,,0,14.0,0.0,0.0,0.0,1.0
23436,2008,1,10,4,2033.0,2010,109.0,55,WN,3746,N396SW,156.0,165.0,145.0,14.0,23.0,LAS,HOU,1235,2.0,9.0,0,,0,,,,,
69880,2008,1,24,4,923.0,925,1142.0,1145,WN,1278,N774SW,79.0,80.0,65.0,-3.0,-2.0,MDW,PIT,402,6.0,8.0,0,,0,,,,,
90071,2008,1,30,3,1503.0,1505,1712.0,1715,WN,2006,N691WN,69.0,70.0,50.0,-3.0,-2.0,SAN,PHX,304,5.0,14.0,0,,0,,,,,
365424,2008,1,17,4,1144.0,1122,1437.0,1347,FL,151,N949AT,173.0,145.0,150.0,50.0,22.0,MIA,BWI,946,10.0,13.0,0,,0,22.0,0.0,28.0,0.0,0.0
182499,2008,1,9,3,1505.0,1330,1606.0,1437,OO,3729,N581SW,61.0,67.0,45.0,89.0,95.0,SLC,CDC,221,4.0,12.0,0,,0,89.0,0.0,0.0,0.0,0.0
506463,2008,1,24,4,1706.0,1700,1829.0,1830,AA,1367,N580AA,143.0,150.0,123.0,-1.0,6.0,ATL,DFW,732,6.0,14.0,0,,0,,,,,
353495,2008,1,29,2,1934.0,1935,2357.0,2358,F9,612,N932FR,143.0,143.0,114.0,-1.0,-1.0,DEN,IND,977,15.0,14.0,0,,0,,,,,
102660,2008,1,14,1,706.0,715,829.0,849,XE,9,N14162,203.0,214.0,176.0,-20.0,-9.0,MCI,ONT,1318,10.0,17.0,0,,0,,,,,
551896,2008,1,10,4,1249.0,1300,1548.0,1605,B6,462,N648JB,179.0,185.0,157.0,-17.0,-11.0,RSW,BOS,1249,5.0,17.0,0,,0,,,,,
41559,2008,1,15,2,2125.0,2130,2238.0,2255,WN,1598,N701GS,73.0,85.0,62.0,-17.0,-5.0,SMF,SAN,480,4.0,7.0,0,,0,,,,,
525414,2008,1,13,7,1931.0,1800,2336.0,2145,AA,2251,N080AA,185.0,165.0,141.0,111.0,91.0,MCO,SJU,1189,6.0,38.0,0,,0,23.0,0.0,20.0,0.0,68.0
515753,2008,1,15,2,955.0,955,1243.0,1225,AA,1739,N427AA,228.0,210.0,179.0,18.0,0.0,DCA,DFW,1192,36.0,13.0,0,,0,0.0,0.0,18.0,0.0,0.0
583753,2008,1,5,6,1601.0,1600,2023.0,2030,CO,210,N75858,202.0,210.0,174.0,-7.0,1.0,IAH,EWR,1400,10.0,18.0,0,,0,,,,,
412750,2008,1,19,6,555.0,600,708.0,705,MQ,4385,N823AE,133.0,125.0,95.0,3.0,-5.0,CLT,ORD,599,26.0,12.0,0,,0,,,,,
137193,2008,1,11,5,1830.0,1600,1907.0,1648,YV,2864,N17358,37.0,48.0,26.0,139.0,150.0,TUS,PHX,110,7.0,4.0,0,,0,139.0,0.0,0.0,0.0,0.0
253879,2008,1,29,2,1618.0,1620,1852.0,1824,UA,1537,N452UA,214.0,184.0,191.0,28.0,-2.0,MCO,ORD,1005,8.0,15.0,0,,0,0.0,0.0,28.0,0.0,0.0
347336,2008,1,4,5,1952.0,1925,2120.0,2059,F9,376,N934FR,148.0,154.0,128.0,21.0,27.0,MKE,DEN,895,8.0,12.0,0,,0,3.0,0.0,6.0,0.0,12.0
462619,2008,1,3,4,941.0,929,1145.0,1135,9E,3798,88969E,124.0,126.0,88.0,10.0,12.0,DTW,MYR,636,2.0,34.0,0,,0,,,,,
595811,2008,1,7,1,2101.0,2105,2141.0,2150,DL,1009,N907DA,100.0,105.0,78.0,-9.0,-4.0,SLC,SMF,532,6.0,16.0,0,,0,,,,,
409903,2008,1,21,1,1059.0,1100,1222.0,1235,MQ,4281,N843AE,143.0,155.0,129.0,-13.0,-1.0,MIA,MEM,860,3.0,11.0,0,,0,,,,,
296296,2008,1,1,2,1845.0,1725,2217.0,2115,WN,2014,N439WN,152.0,170.0,138.0,62.0,80.0,HOU,BWI,1246,5.0,9.0,0,,0,9.0,0.0,0.0,0.0,53.0
152643,2008,1,4,5,1319.0,1320,1415.0,1422,OH,5067,N809CA,56.0,62.0,37.0,-7.0,-1.0,CVG,TYS,226,6.0,13.0,0,,0,,,,,
475841,2008,1,21,1,827.0,830,1149.0,1158,9E,5935,87909E,142.0,148.0,115.0,-9.0,-3.0,MEM,PHL,874,10.0,17.0,0,,0,,,,,
482046,2008,1,26,6,1908.0,1855,2046.0,2025,AA,352,N510AA,98.0,90.0,72.0,21.0,13.0,DFW,MCI,460,9.0,17.0,0,,0,0.0,0.0,8.0,0.0,13.0
325383,2008,1,17,4,2121.0,2015,2312.0,2220,EV,4232,N917EV,111.0,125.0,84.0,52.0,66.0,ATL,AVP,714,5.0,22.0,0,,0,52.0,0.0,0.0,0.0,0.0
342334,2008,1,30,3,1214.0,1213,1322.0,1327,EV,4790,N838AS,68.0,74.0,49.0,-5.0,1.0,ATL,GSO,306,4.0,15.0,0,,0,,,,,
229302,2008,1,11,5,557.0,600,735.0,759,UA,389,N435UA,218.0,239.0,200.0,-24.0,-3.0,IAD,DEN,1452,6.0,12.0,0,,0,,,,,
465963,2008,1,16,3,1045.0,1050,1201.0,1228,9E,5643,80209E,76.0,98.0,59.0,-27.0,-5.0,MCI,MSP,393,7.0,10.0,0,,0,,,,,
203421,2008,1,22,2,1231.0,1240,1408.0,1412,OO,5773,N576SW,97.0,92.0,75.0,-4.0,-9.0,LAS,FAT,258,3.0,19.0,0,,0,,,,,
599729,2008,1,10,4,1156.0,1203,1546.0,1532,DL,1150,N966DL,170.0,149.0,144.0,14.0,-7.0,MSP,ATL,906,8.0,18.0,0,,0,,,,,
46279,2008,1,17,4,1333.0,1330,1429.0,1425,WN,3333,N713SW,56.0,55.0,44.0,4.0,3.0,HOU,SAT,192,4.0,8.0,0,,0,,,,,
17165,2008,1,8,2,2016.0,2015,2255.0,2300,WN,203,N603SW,159.0,165.0,144.0,-5.0,1.0,MDW,HOU,937,2.0,13.0,0,,0,,,,,
317633,2008,1,27,7,1553.0,1435,1752.0,1608,DL,1247,N3732J,299.0,273.0,260.0,104.0,78.0,ATL,LAS,1747,6.0,33.0,0,,0,0.0,0.0,104.0,0.0,0.0
315605,2008,1,25,5,1621.0,1435,1747.0,1556,DL,1677,N3744D,86.0,81.0,49.0,111.0,106.0,CLT,ATL,227,9.0,28.0,0,,0,2.0,0.0,10.0,0.0,99.0
527690,2008,1,28,1,845.0,850,1040.0,1040,AA,2375,N5CUAA,175.0,170.0,154.0,0.0,-5.0,ORD,EGE,1007,8.0,13.0,0,,0,,,,,
140619,2008,1,16,3,1630.0,1644,1842.0,1850,YV,2946,N918FJ,72.0,66.0,49.0,-8.0,-14.0,PSP,PHX,261,9.0,14.0,0,,0,,,,,
126299,2008,1,11,5,840.0,845,1050.0,1055,XE,2625,N48901,190.0,190.0,141.0,-5.0,-5.0,EWR,BHM,850,3.0,46.0,0,,0,,,,,
4698,2008,1,4,5,1423.0,1400,1622.0,1610,WN,3854,N698SW,59.0,70.0,47.0,12.0,23.0,ONT,PHX,325,6.0,6.0,0,,0,,,,,
3412,2008,1,4,5,2054.0,2015,2149.0,2115,WN,218,N333SW,115.0,120.0,103.0,34.0,39.0,HOU,ELP,677,3.0,9.0,0,,0,3.0,0.0,0.0,0.0,31.0
65271,2008,1,23,3,920.0,920,1005.0,1015,WN,8,N243WN,45.0,55.0,38.0,-10.0,0.0,DAL,TUL,237,2.0,5.0,0,,0,,,,,
450992,2008,1,4,5,1214.0,1125,1341.0,1255,NW,1638,N507US,147.0,150.0,125.0,46.0,49.0,MSP,EGE,788,9.0,13.0,0,,0,46.0,0.0,0.0,0.0,0.0
341343,2008,1,16,3,1529.0,1535,1611.0,1635,EV,4757,N833AS,42.0,60.0,29.0,-24.0,-6.0,ATL,CAE,191,3.0,10.0,0,,0,,,,,
484467,2008,1,4,5,1507.0,1515,2003.0,2005,AA,435,N5EDAA,236.0,230.0,215.0,-2.0,-8.0,BOS,SJU,1674,4.0,17.0,0,,0,,,,,
178201,2008,1,6,7,2353.0,2245,55.0,2338,OO,5535,N582SW,62.0,53.0,34.0,77.0,68.0,LAX,SMX,135,3.0,25.0,0,,0,0.0,0.0,77.0,0.0,0.0
157622,2008,1,12,6,915.0,925,1124.0,1141,OH,5302,N629BR,69.0,76.0,60.0,-17.0,-10.0,STL,CVG,307,1.0,8.0,0,,0,,,,,
309804,2008,1,21,1,1104.0,1055,1233.0,1228,DL,619,N949DL,89.0,93.0,65.0,5.0,9.0,ATL,SRQ,445,3.0,21.0,0,,0,,,,,
300147,2008,1,2,3,1519.0,1350,1819.0,1645,WN,885,N235WN,120.0,115.0,100.0,94.0,89.0,MDW,BDL,777,7.0,13.0,0,,0,57.0,0.0,5.0,0.0,32.0
596881,2008,1,8,2,1623.0,1627,1916.0,1930,DL,681,N660DL,173.0,183.0,146.0,-14.0,-4.0,BOS,ATL,946,10.0,17.0,0,,0,,,,,
232845,2008,1,13,7,634.0,645,705.0,723,UA,493,N315UA,91.0,98.0,71.0,-18.0,-11.0,OMA,DEN,472,8.0,12.0,0,,0,,,,,
126080,2008,1,22,2,1908.0,1815,2100.0,2002,XE,2273,N16502,112.0,107.0,83.0,58.0,53.0,ALB,CLE,424,10.0,19.0,0,,0,0.0,0.0,5.0,0.0,53.0
71459,2008,1,25,5,1201.0,1205,1309.0,1320,WN,3406,N785SW,68.0,75.0,55.0,-11.0,-4.0,ABQ,PHX,328,6.0,7.0,0,,0,,,,,
493434,2008,1,25,5,1011.0,1015,1149.0,1145,AA,821,N579AA,158.0,150.0,138.0,4.0,-4.0,MCO,STL,880,6.0,14.0,0,,0,,,,,
86397,2008,1,29,2,1329.0,1330,1325.0,1335,WN,2637,N232WN,56.0,65.0,48.0,-10.0,-1.0,PHX,SAN,304,2.0,6.0,0,,0,,,,,
146054,2008,1,24,4,1940.0,1946,2053.0,2049,YV,2789,N7291Z,73.0,63.0,51.0,4.0,-6.0,LAS,BUR,223,3.0,19.0,0,,0,,,,,
333076,2008,1,11,5,2135.0,2125,2215.0,2205,EV,4474,N920EV,100.0,100.0,67.0,10.0,10.0,ATL,MLU,448,3.0,30.0,0,,0,,,,,
590188,2008,1,2,3,750.0,755,1113.0,1106,DL,1711,N974DL,203.0,191.0,176.0,7.0,-5.0,LGA,PBI,1035,7.0,20.0,0,,0,,,,,
394673,2008,1,21,1,850.0,850,1013.0,1020,MQ,3690,N849AE,83.0,90.0,71.0,-7.0,0.0,BTR,DFW,383,6.0,6.0,0,,0,,,,,
146390,2008,1,24,4,1128.0,1130,1225.0,1219,YV,2702,N906FJ,57.0,49.0,35.0,6.0,-2.0,TUS,PHX,110,12.0,10.0,0,,0,,,,,
122685,2008,1,12,6,815.0,815,915.0,933,XE,3058,N13964,60.0,78.0,40.0,-18.0,0.0,EWR,MHT,209,6.0,14.0,0,,0,,,,,
438111,2008,1,23,3,1424.0,1428,1547.0,1602,NW,790,N610NW,83.0,94.0,67.0,-15.0,-4.0,MSP,MOT,449,5.0,11.0,0,,0,,,,,
204498,2008,1,23,3,615.0,625,754.0,800,OO,3891,N457SW,99.0,95.0,70.0,-6.0,-10.0,GTF,SLC,463,6.0,23.0,0,,0,,,,,
377368,2008,1,21,1,1657.0,1700,1733.0,1737,HA,239,N477HA,36.0,37.0,20.0,-4.0,-3.0,HNL,LIH,102,5.0,11.0,0,,0,,,,,
39885,2008,1,15,2,1455.0,1455,1611.0,1610,WN,1345,N456WN,76.0,75.0,66.0,1.0,0.0,LAX,SMF,373,4.0,6.0,0,,0,,,,,
221735,2008,1,27,7,1737.0,1700,2258.0,2254,UA,122,N423UA,201.0,234.0,184.0,4.0,37.0,LAX,ORD,1745,5.0,12.0,0,,0,,,,,
246641,2008,1,9,3,1013.0,1016,1245.0,1250,UA,1140,N933UA,92.0,94.0,74.0,-5.0,-3.0,DEN,MCI,533,2.0,16.0,0,,0,,,,,
383038,2008,1,27,7,1043.0,1035,1205.0,1150,MQ,3199,N853AE,82.0,75.0,58.0,15.0,8.0,SJC,LAX,308,12.0,12.0,0,,0,0.0,0.0,7.0,0.0,8.0
151321,2008,1,31,4,2022.0,2000,2151.0,2124,YV,2696,N939LR,89.0,84.0,71.0,27.0,22.0,SDF,CLT,336,7.0,11.0,0,,0,27.0,0.0,0.0,0.0,0.0
47551,2008,1,17,4,1343.0,1345,1949.0,1935,WN,3948,N450WN,246.0,230.0,222.0,14.0,-2.0,PDX,MDW,1751,17.0,7.0,0,,0,,,,,
83409,2008,1,28,1,2150.0,2135,2300.0,2255,WN,529,N418WN,70.0,80.0,57.0,5.0,15.0,SJC,LAS,386,5.0,8.0,0,,0,,,,,
109486,2008,1,9,3,713.0,715,827.0,832,XE,2891,N15948,74.0,77.0,56.0,-5.0,-2.0,IAH,JAN,351,5.0,13.0,0,,0,,,,,
597820,2008,1,8,2,,1830,,1944,DL,1964,N908DE,,74.0,,,,DCA,LGA,214,,,1,A,0,,,,,
226817,2008,1,10,4,753.0,740,944.0,904,UA,322,N428UA,111.0,84.0,74.0,40.0,13.0,SNA,SFO,372,5.0,32.0,0,,0,13.0,0.0,27.0,0.0,0.0
200868,2008,1,20,7,1900.0,1905,1956.0,1952,OO,6707,N772SK,56.0,47.0,28.0,4.0,-5.0,DEN,ASE,125,3.0,25.0,0,,0,,,,,
532457,2008,1,22,2,806.0,810,838.0,844,AQ,267,N808AL,32.0,34.0,26.0,-6.0,-4.0,OGG,HNL,100,3.0,3.0,0,,0,,,,,
406749,2008,1,26,6,801.0,755,949.0,920,MQ,4166,N500AE,108.0,85.0,58.0,29.0,6.0,ORD,BNA,409,3.0,47.0,0,,0,0.0,6.0,23.0,0.0,0.0
382541,2008,1,7,1,1520.0,1520,1641.0,1640,MQ,3178,N818AE,81.0,80.0,70.0,1.0,0.0,SAN,SJC,417,3.0,8.0,0,,0,,,,,
594155,2008,1,6,7,1235.0,1241,2112.0,2115,DL,420,N3758Y,337.0,334.0,295.0,-3.0,-6.0,SEA,JFK,2421,11.0,31.0,0,,0,,,,,
42765,2008,1,16,3,1732.0,1730,1832.0,1825,WN,46,N633SW,60.0,55.0,46.0,7.0,2.0,HOU,DAL,239,6.0,8.0,0,,0,,,,,
324979,2008,1,23,3,559.0,600,718.0,725,EV,4218,N830AS,79.0,85.0,74.0,-7.0,-1.0,MLB,ATL,443,1.0,4.0,0,,0,,,,,
148921,2008,1,28,1,645.0,635,922.0,912,YV,2668,N902FJ,97.0,97.0,73.0,10.0,10.0,MEM,CLT,512,9.0,15.0,0,,0,,,,,
390518,2008,1,23,3,1825.0,1835,2030.0,2045,MQ,3514,N515AE,185.0,190.0,171.0,-15.0,-10.0,PIT,DFW,1068,9.0,5.0,0,,0,,,,,
583030,2008,1,23,3,646.0,650,816.0,801,CO,1675,N37281,90.0,71.0,62.0,15.0,-4.0,MFE,IAH,316,5.0,23.0,0,,0,0.0,0.0,15.0,0.0,0.0
317543,2008,1,27,7,1057.0,1100,1233.0,1236,DL,1133,N929DL,96.0,96.0,70.0,-3.0,-3.0,DCA,CVG,411,7.0,19.0,0,,0,,,,,
563305,2008,1,4,5,738.0,740,1359.0,1416,CO,536,N14237,261.0,276.0,238.0,-17.0,-2.0,PHX,EWR,2133,8.0,15.0,0,,0,,,,,
395586,2008,1,12,6,841.0,845,1150.0,1215,MQ,3727,N643AE,129.0,150.0,113.0,-25.0,-4.0,DFW,GSO,999,3.0,13.0,0,,0,,,,,
545151,2008,1,29,2,2033.0,2040,2305.0,2313,AS,453,N755AS,152.0,153.0,136.0,-8.0,-7.0,LAX,PDX,834,4.0,12.0,0,,0,,,,,
58615,2008,1,21,1,1933.0,1825,2027.0,1915,WN,43,N658SW,54.0,50.0,38.0,72.0,68.0,HOU,CRP,187,4.0,12.0,0,,0,0.0,0.0,4.0,0.0,68.0
527373,2008,1,4,5,1937.0,1935,2053.0,2105,AA,2360,N449AA,76.0,90.0,59.0,-12.0,2.0,ORD,MSP,334,4.0,13.0,0,,0,,,,,
176337,2008,1,5,6,,615,,840,OO,4033,N805SK,,85.0,,,,RNO,SLC,422,,,1,B,0,,,,,
346804,2008,1,2,3,1637.0,1550,1739.0,1703,F9,626,N934FR,182.0,193.0,162.0,36.0,47.0,DTW,DEN,1123,7.0,13.0,0,,0,0.0,0.0,0.0,0.0,36.0
203979,2008,1,22,2,2055.0,1810,2223.0,1943,OO,6566,N976SW,148.0,153.0,127.0,160.0,165.0,MSN,DEN,826,8.0,13.0,0,,0,0.0,0.0,0.0,0.0,160.0
30013,2008,1,12,6,1727.0,1730,1845.0,1850,WN,678,N233LV,78.0,80.0,69.0,-5.0,-3.0,JAN,HOU,359,3.0,6.0,0,,0,,,,,
472546,2008,1,5,6,637.0,640,726.0,742,9E,5834,80359E,49.0,62.0,27.0,-16.0,-3.0,FWA,DTW,128,13.0,9.0,0,,0,,,,,
439555,2008,1,2,3,1308.0,1310,1723.0,1714,NW,884,N340NB,195.0,184.0,166.0,9.0,-2.0,TUS,MSP,1298,20.0,9.0,0,,0,,,,,
89087,2008,1,30,3,1924.0,1925,2154.0,2205,WN,1204,N455WN,90.0,100.0,75.0,-11.0,-1.0,MDW,IAD,577,7.0,8.0,0,,0,,,,,
130294,2008,1,2,3,1900.0,1900,2010.0,2022,YV,2978,N912FJ,70.0,82.0,54.0,-12.0,0.0,LAS,RNO,345,5.0,11.0,0,,0,,,,,
269409,2008,1,11,5,2047.0,2035,2149.0,2153,US,1921,N183UW,62.0,78.0,50.0,-4.0,12.0,CLT,JAX,329,3.0,9.0,0,,0,,,,,
51626,2008,1,18,5,748.0,750,922.0,935,WN,1555,N785SW,94.0,105.0,78.0,-13.0,-2.0,SEA,SMF,605,4.0,12.0,0,,0,,,,,
587523,2008,1,28,1,1950.0,1955,2309.0,2330,CO,460,N14667,259.0,275.0,227.0,-21.0,-5.0,EWR,SAT,1569,3.0,29.0,0,,0,,,,,
390664,2008,1,21,1,1155.0,1140,1246.0,1245,MQ,3521,N803AE,51.0,65.0,38.0,1.0,15.0,DFW,FSM,228,2.0,11.0,0,,0,,,,,
211307,2008,1,27,7,1611.0,1607,1700.0,1706,OO,5937,N970SW,49.0,59.0,29.0,-6.0,4.0,ATW,ORD,160,11.0,9.0,0,,0,,,,,
11954,2008,1,7,1,729.0,730,833.0,835,WN,1486,N640SW,124.0,125.0,109.0,-2.0,-1.0,ABQ,LAX,677,8.0,7.0,0,,0,,,,,
568654,2008,1,5,6,905.0,915,1031.0,1030,CO,1522,N46625,86.0,75.0,57.0,1.0,-10.0,MSY,IAH,305,8.0,21.0,0,,0,,,,,
532227,2008,1,5,6,703.0,705,734.0,739,AQ,245,N824AL,31.0,34.0,22.0,-5.0,-2.0,OGG,HNL,100,4.0,5.0,0,,0,,,,,
44401,2008,1,16,3,901.0,900,917.0,920,WN,1537,N258WN,76.0,80.0,62.0,-3.0,1.0,PHX,SNA,338,5.0,9.0,0,,0,,,,,
259473,2008,1,3,4,1132.0,1120,1603.0,1602,US,141,N839AW,331.0,342.0,283.0,1.0,12.0,LAS,ANC,2304,6.0,42.0,0,,0,,,,,
508226,2008,1,20,7,1209.0,1210,1332.0,1330,AA,1432,N4YPAA,83.0,80.0,53.0,2.0,-1.0,ICT,DFW,328,16.0,14.0,0,,0,,,,,
328413,2008,1,24,4,558.0,600,651.0,706,EV,4323,N924EV,53.0,66.0,42.0,-15.0,-2.0,TRI,ATL,227,4.0,7.0,0,,0,,,,,
512157,2008,1,4,5,2005.0,2005,2118.0,2120,AA,1583,N4XGAA,133.0,135.0,109.0,-2.0,0.0,RDU,ORD,647,9.0,15.0,0,,0,,,,,
39624,2008,1,15,2,1031.0,1025,1558.0,1555,WN,1300,N462WN,207.0,210.0,188.0,3.0,6.0,LAS,MDW,1521,5.0,14.0,0,,0,,,,,
334616,2008,1,7,1,1445.0,1445,1627.0,1624,EV,4525,N641AS,102.0,99.0,68.0,3.0,0.0,ATL,GNV,300,2.0,32.0,0,,0,,,,,
17477,2008,1,8,2,1600.0,1540,1713.0,1655,WN,3765,N383SW,73.0,75.0,53.0,18.0,20.0,OAK,ONT,361,4.0,16.0,0,,0,0.0,0.0,0.0,0.0,18.0
225599,2008,1,3,4,855.0,900,1436.0,1459,UA,270,N431UA,221.0,239.0,205.0,-23.0,-5.0,SMF,ORD,1781,5.0,11.0,0,,0,,,,,
104412,2008,1,25,5,623.0,630,757.0,814,XE,2094,N13969,94.0,104.0,66.0,-17.0,-7.0,DTW,EWR,487,11.0,17.0,0,,0,,,,,
387785,2008,1,21,1,1029.0,1000,1156.0,1135,MQ,3401,N655AE,87.0,95.0,72.0,21.0,29.0,DFW,MOB,540,3.0,12.0,0,,0,21.0,0.0,0.0,0.0,0.0
92024,2008,1,31,4,1554.0,1335,1712.0,1440,WN,16,N250WN,78.0,65.0,47.0,152.0,139.0,LAS,SAN,258,2.0,29.0,0,,0,0.0,0.0,13.0,0.0,139.0
297342,2008,1,1,2,1404.0,1405,1524.0,1525,WN,3766,N261WN,80.0,80.0,66.0,-1.0,-1.0,OAK,SNA,371,5.0,9.0,0,,0,,,,,
130462,2008,1,2,3,1554.0,1609,1738.0,1753,YV,2896,N991HA,104.0,104.0,81.0,-15.0,-15.0,PHX,DRO,351,8.0,15.0,0,,0,,,,,
3617,2008,1,4,5,1650.0,1535,1932.0,1825,WN,538,N358SW,102.0,110.0,75.0,67.0,75.0,LAS,BOI,520,3.0,24.0,0,,0,35.0,0.0,0.0,0.0,32.0
178114,2008,1,6,7,1857.0,1851,2015.0,1948,OO,5465,N582SW,78.0,57.0,38.0,27.0,6.0,SMX,LAX,135,13.0,27.0,0,,0,0.0,0.0,0.0,0.0,27.0
508114,2008,1,28,1,1450.0,1425,1612.0,1530,AA,1429,N495AA,202.0,185.0,181.0,42.0,25.0,DFW,SAN,1171,5.0,16.0,0,,0,21.0,0.0,17.0,0.0,4.0
122587,2008,1,28,1,1422.0,1430,1549.0,1555,XE,2051,N15574,87.0,85.0,72.0,-6.0,-8.0,OKC,IAH,395,7.0,8.0,0,,0,,,,,
98078,2008,1,10,4,1457.0,1500,1558.0,1607,XE,430,N14568,61.0,67.0,47.0,-9.0,-3.0,FAT,SAN,314,4.0,10.0,0,,0,,,,,
507108,2008,1,9,3,752.0,755,1123.0,1135,AA,1394,N3BHAA,151.0,160.0,131.0,-12.0,-3.0,DFW,FLL,1119,3.0,17.0,0,,0,,,,,
209645,2008,1,26,6,1716.0,1655,1831.0,1758,OO,5703,N235SW,75.0,63.0,60.0,33.0,21.0,SJC,SBA,234,4.0,11.0,0,,0,0.0,0.0,0.0,0.0,33.0
104831,2008,1,14,1,,1000,,1118,XE,2263,,,78.0,,,,BTV,EWR,266,,,1,B,0,,,,,
419121,2008,1,27,7,744.0,745,905.0,930,MQ,4724,N733KR,81.0,105.0,65.0,-25.0,-1.0,LGA,RDU,431,6.0,10.0,0,,0,,,,,
62685,2008,1,22,2,1436.0,1440,1527.0,1525,WN,2712,N725SW,111.0,105.0,87.0,2.0,-4.0,MCI,DEN,533,6.0,18.0,0,,0,,,,,
302793,2008,1,3,4,2130.0,2100,2223.0,2155,WN,60,N357SW,53.0,55.0,42.0,28.0,30.0,HOU,DAL,239,5.0,6.0,0,,0,17.0,0.0,0.0,0.0,11.0
346085,2008,1,14,1,1415.0,1419,1620.0,1640,EV,4924,N902EV,65.0,81.0,51.0,-20.0,-4.0,GPT,ATL,352,7.0,7.0,0,,0,,,,,
598036,2008,1,9,3,1817.0,1805,2000.0,1959,DL,556,N617DL,103.0,114.0,87.0,1.0,12.0,RSW,ATL,515,7.0,9.0,0,,0,,,,,
599847,2008,1,10,4,556.0,600,748.0,748,DL,1294,N616DL,112.0,108.0,88.0,0.0,-4.0,RSW,ATL,515,7.0,17.0,0,,0,,,,,
507566,2008,1,2,3,1943.0,1805,2110.0,1950,AA,1411,N442AA,147.0,165.0,106.0,80.0,98.0,EWR,ORD,719,8.0,33.0,0,,0,0.0,0.0,7.0,0.0,73.0
268932,2008,1,10,4,2100.0,2054,2106.0,2111,US,639,N829AW,66.0,77.0,50.0,-5.0,6.0,PHX,ONT,325,4.0,12.0,0,,0,,,,,
242151,2008,1,22,2,1844.0,1705,2015.0,1839,UA,822,N567UA,91.0,94.0,68.0,96.0,99.0,IAD,BOS,413,8.0,15.0,0,,0,0.0,0.0,96.0,0.0,0.0
305139,2008,1,17,4,2000.0,1735,2259.0,2037,DL,769,N905DE,119.0,122.0,88.0,142.0,145.0,ORD,ATL,606,11.0,20.0,0,,0,5.0,8.0,0.0,0.0,129.0
426172,2008,1,2,3,1355.0,1357,1521.0,1523,NW,230,N508US,86.0,86.0,63.0,-2.0,-2.0,DTW,DCA,405,10.0,13.0,0,,0,,,,,
142231,2008,1,19,6,1400.0,1405,1607.0,1529,YV,2695,N956LR,127.0,84.0,81.0,38.0,-5.0,BWI,CLT,361,10.0,36.0,0,,0,0.0,0.0,38.0,0.0,0.0
221399,2008,1,14,1,1131.0,1135,1316.0,1403,UA,111,N592UA,225.0,268.0,207.0,-47.0,-4.0,ORD,LAX,1745,5.0,13.0,0,,0,,,,,
332647,2008,1,22,2,2134.0,2135,2236.0,2237,EV,4463,N917EV,122.0,122.0,100.0,-1.0,-1.0,ATL,XNA,589,4.0,18.0,0,,0,,,,,
210415,2008,1,27,7,1638.0,1630,1930.0,1930,OO,2804,N506CA,112.0,120.0,98.0,0.0,8.0,MKE,BWI,641,5.0,9.0,0,,0,,,,,
326912,2008,1,29,2,1526.0,1515,1824.0,1749,EV,4284,N883AS,118.0,94.0,62.0,35.0,11.0,LIT,ATL,453,9.0,47.0,0,,0,11.0,0.0,24.0,0.0,0.0
425671,2008,1,22,2,2342.0,2350,732.0,720,NW,218,N587NW,350.0,330.0,324.0,12.0,-8.0,HNL,PDX,2603,4.0,22.0,0,,0,,,,,
550729,2008,1,8,2,1445.0,1455,1802.0,1751,B6,395,N571JB,197.0,176.0,139.0,11.0,-10.0,LGA,MCO,950,7.0,51.0,0,,0,,,,,
365555,2008,1,17,4,1552.0,1553,1710.0,1722,FL,159,N928AT,78.0,89.0,61.0,-12.0,-1.0,TPA,ATL,406,10.0,7.0,0,,0,,,,,
167730,2008,1,29,2,1706.0,1645,1852.0,1845,OH,5274,N821CA,106.0,120.0,87.0,7.0,21.0,RDU,JFK,426,10.0,9.0,0,,0,,,,,
411308,2008,1,3,4,1116.0,1050,1210.0,1200,MQ,4336,N686AE,114.0,130.0,99.0,10.0,26.0,SYR,ORD,607,7.0,8.0,0,,0,,,,,
331573,2008,1,27,7,1248.0,1252,1258.0,1257,EV,4424,N681BR,70.0,65.0,38.0,1.0,-4.0,ATL,PFN,247,6.0,26.0,0,,0,,,,,
